# Time (s),Elevator (deg),Throttle,Pitch Rate (deg/s),Pitch Angle (deg),Altitude (m)
5.589999999999999858e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.287745342872700860e+01,-7.008036998567490627e+01,-5.573585658612122273e+01
5.600000000000000533e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.316257271914800242e+01,-6.988229171007606055e+01,-5.617630903365021311e+01
5.610000000000000320e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.347653162021874351e+01,-6.968783312207970937e+01,-5.661658012847917121e+01
5.620000000000000107e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.381230640224436712e+01,-6.949753956040801484e+01,-5.705666851231787007e+01
5.629999999999999893e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.416269262938261164e+01,-6.931197290485710027e+01,-5.749657301907452478e+01
5.639999999999999680e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.452048337654215970e+01,-6.913170104042517039e+01,-5.793629267452610065e+01
5.650000000000000355e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.487863702071247474e+01,-6.895728693814116639e+01,-5.837582670149573971e+01
5.660000000000000142e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.523042976660322267e+01,-6.878927772029383902e+01,-5.881517452993459472e+01
5.669999999999999929e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.556958905411902805e+01,-6.862819404636212539e+01,-5.925433581115903792e+01
5.679999999999999716e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.589040514788659664e+01,-6.847452011455142440e+01,-5.969331043536686821e+01
5.690000000000000391e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.618781927012812361e+01,-6.832869452703171476e+01,-6.013209855148951988e+01
5.700000000000000178e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.645748770046779441e+01,-6.819110221753625467e+01,-6.057070058840103854e+01
5.709999999999999964e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.669582219181292260e+01,-6.806206759093696235e+01,-6.100911727651708816e+01
5.719999999999999751e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.690000787960748596e+01,-6.794184897748053231e+01,-6.144734966885942384e+01
5.730000000000000426e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.706800052344941321e+01,-6.783063446107981065e+01,-6.188539916073833780e+01
5.740000000000000213e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.719850543910234819e+01,-6.772853910209148864e+01,-6.232326750730441489e+01
5.750000000000000000e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.729094082874383531e+01,-6.763560354085376503e+01,-6.276095683834022054e+01
5.759999999999999787e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.734538842090905320e+01,-6.755179393892196060e+01,-6.319846966979245906e+01
5.770000000000000462e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.736253438842686592e+01,-6.747700319034623817e+01,-6.363580891168160036e+01
5.780000000000000249e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.734360344831124934e+01,-6.741105331520179789e+01,-6.407297787216188567e+01
5.790000000000000036e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.729028887572660977e+01,-6.735369893162403798e+01,-6.450998025763539090e+01
5.799999999999999822e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.720468091132131860e+01,-6.730463169047075667e+01,-6.494682016894483922e+01
5.810000000000000497e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.708919572666729891e+01,-6.726348554812321368e+01,-6.538350209377736633e+01
5.820000000000000284e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.694650676062293115e+01,-6.722984274752390377e+01,-6.582003089550325114e+01
5.830000000000000071e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.677947986894887578e+01,-6.720324037504283865e+01,-6.625641179874746456e+01
5.839999999999999858e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.659111335999685366e+01,-6.718317736087188052e+01,-6.669265037204792179e+01
5.850000000000000533e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.638448363547045261e+01,-6.716912179308344832e+01,-6.712875250799176285e+01
5.860000000000000320e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.616269683038635918e+01,-6.716051841995964367e+01,-6.756472440124154843e+01
5.870000000000000107e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.592884655949014672e+01,-6.715679622139793992e+01,-6.800057252486811876e+01
5.879999999999999893e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.568597763531450795e+01,-6.715737593781577175e+01,-6.843630360539832225e+01
5.889999999999999680e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.543705542916908513e+01,-6.716167745368336739e+01,-6.887192459696620972e+01
5.900000000000000355e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.518494040181906968e+01,-6.716912694229054637e+01,-6.930744265492847944e+01
5.910000000000000142e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.493236723408608668e+01,-6.717916368827964391e+01,-6.974286510927107940e+01
5.919999999999999929e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.468192793608944413e+01,-6.719124651455661024e+01,-7.017819943809760730e+01
5.929999999999999716e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.443605830269940782e+01,-6.720485975016002556e+01,-7.061345324145217717e+01
5.940000000000000391e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.419702710639126053e+01,-6.721951868529815499e+01,-7.104863421569363879e+01
5.950000000000000178e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.396692747066023799e+01,-6.723477446888944087e+01,-7.148375012860437039e+01
5.959999999999999964e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.374766994076482973e+01,-6.725021841244920040e+01,-7.191880879538777549e+01
5.969999999999999751e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.354097685697723108e+01,-6.726548567200964612e+01,-7.235381805568385971e+01
5.980000000000000426e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.334837773214260892e+01,-6.728025828695280097e+01,-7.278878575171268039e+01
5.990000000000000213e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.317120543400092458e+01,-6.729426756124550479e+01,-7.322371970764069715e+01
6.000000000000000000e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.301059306786931558e+01,-6.730065001034478200e+01,-7.365862771025429367e+01
6.009999999999999787e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.326611417212892974e+01,-6.729335951094846280e+01,-7.409338974223652485e+01
6.020000000000000462e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.376948529237895968e+01,-6.727379860163752312e+01,-7.452805254741825536e+01
6.030000000000000249e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.440397487698376011e+01,-6.724352457815116679e+01,-7.496265311635994522e+01
6.040000000000000036e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.510176574270863625e+01,-6.720450553971109287e+01,-7.539722247185510184e+01
6.049999999999999822e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.582964010239660979e+01,-6.715903740377126496e+01,-7.583178795789521587e+01
6.060000000000000497e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.657665303393353895e+01,-6.710966488440563182e+01,-7.626637464414994838e+01
6.070000000000000284e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.734542406905153911e+01,-6.705912030907698806e+01,-7.670100616385799697e+01
6.080000000000000071e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.814627543485536165e+01,-6.701027747993023809e+01,-7.713570520257601970e+01
6.089999999999999858e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.899325695302102446e+01,-6.696611516602331449e+01,-7.757049377734534801e+01
6.100000000000000533e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.990136593533189568e+01,-6.692968564748912286e+01,-7.800539339433699126e+01
6.110000000000000320e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.088453837280114556e+01,-6.690408497299667090e+01,-7.844042514086397944e+01
6.120000000000000107e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.195417206648095743e+01,-6.689242262332774658e+01,-7.887560974781844436e+01
6.129999999999999893e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.311805295757344680e+01,-6.689778908940486701e+01,-7.931096764610818184e+01
6.140000000000000568e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.437961673596154100e+01,-6.692322055674290482e+01,-7.974651903235886152e+01
6.150000000000000355e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.573750824812289295e+01,-6.697166049555340805e+01,-8.018228395312452506e+01
6.160000000000000142e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.718541410965621452e+01,-6.704591850315674151e+01,-8.061828241205954271e+01
6.169999999999999929e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.871214709654746855e+01,-6.714862722389680982e+01,-8.105453450042566033e+01
6.179999999999999716e+00,2.500000000000000000e+01,1.000000000000000000e+00,-6.030195900026389921e+01,-6.728219856104855978e+01,-8.149106054773369578e+01
6.190000000000000391e+00,2.500000000000000000e+01,1.000000000000000000e+00,-6.193505444660434023e+01,-6.744878067413729639e+01,-8.192788128623679711e+01
6.200000000000000178e+00,2.500000000000000000e+01,1.000000000000000000e+00,-6.358827336607781433e+01,-6.765021740837720188e+01,-8.236501802048302068e+01
6.209999999999999964e+00,2.500000000000000000e+01,1.000000000000000000e+00,-6.523590540414078021e+01,-6.788801182464440842e+01,-8.280249279131901119e+01
6.219999999999999751e+00,2.500000000000000000e+01,1.000000000000000000e+00,-6.685059623502027648e+01,-6.816329539303242768e+01,-8.324032852272428329e+01
6.230000000000000426e+00,2.500000000000000000e+01,1.000000000000000000e+00,-6.840430390644871750e+01,-6.847680419492994019e+01,-8.367854913971842734e+01
6.240000000000000213e+00,2.500000000000000000e+01,1.000000000000000000e+00,-6.986926322115743915e+01,-6.882886317009131005e+01,-8.411717964633479028e+01
6.250000000000000000e+00,2.500000000000000000e+01,1.000000000000000000e+00,-7.121891782436178175e+01,-6.921937907423537695e+01,-8.455624615423926116e+01
6.259999999999999787e+00,2.500000000000000000e+01,1.000000000000000000e+00,-7.242878304586140814e+01,-6.964784240990842079e+01,-8.499577585487240583e+01
6.270000000000000462e+00,2.500000000000000000e+01,1.000000000000000000e+00,-7.347720745035027790e+01,-7.011333818914557980e+01,-8.543579693083088955e+01
6.280000000000000249e+00,2.500000000000000000e+01,1.000000000000000000e+00,-7.434600718968668787e+01,-7.061456500866637498e+01,-8.587633840536517482e+01
6.290000000000000036e+00,2.500000000000000000e+01,1.000000000000000000e+00,-7.502095426284429891e+01,-7.114986159001674082e+01,-8.631742993212036197e+01
6.299999999999999822e+00,2.500000000000000000e+01,1.000000000000000000e+00,-7.549210726771721625e+01,-7.171723967511468345e+01,-8.675910153035474082e+01
6.310000000000000497e+00,2.500000000000000000e+01,1.000000000000000000e+00,-7.575398075890474558e+01,-7.231442198198456595e+01,-8.720138327362681707e+01
6.320000000000000284e+00,2.500000000000000000e+01,1.000000000000000000e+00,-7.580555651306698906e+01,-7.293888381885957983e+01,-8.764430494217796763e+01
6.330000000000000071e+00,2.500000000000000000e+01,1.000000000000000000e+00,-7.565014650168103572e+01,-7.358789692335911070e+01,-8.808789565083544915e+01
6.339999999999999858e+00,2.500000000000000000e+01,1.000000000000000000e+00,-7.529512290051648904e+01,-7.425857412728133511e+01,-8.853218346515556902e+01
6.350000000000000533e+00,2.500000000000000000e+01,1.000000000000000000e+00,-7.475153482623085210e+01,-7.494791353204500695e+01,-8.897719501871364400e+01
6.360000000000000320e+00,2.500000000000000000e+01,1.000000000000000000e+00,-7.403363456854879132e+01,-7.565284099659000105e+01,-8.942295514396579392e+01
6.370000000000000107e+00,2.500000000000000000e+01,1.000000000000000000e+00,-7.315833785029202829e+01,-7.637024986734714105e+01,-8.986948652804306903e+01
6.379999999999999893e+00,2.500000000000000000e+01,1.000000000000000000e+00,-7.214464314174584558e+01,-7.709703699487639028e+01,-9.031680940330106466e+01
6.390000000000000568e+00,2.500000000000000000e+01,1.000000000000000000e+00,-7.101303438930901279e+01,-7.783013415691357295e+01,-9.076494128056985744e+01
6.400000000000000355e+00,2.500000000000000000e+01,1.000000000000000000e+00,-6.978488984947402685e+01,-7.856653401040986751e+01,-9.121389673096331308e+01
6.410000000000000142e+00,2.500000000000000000e+01,1.000000000000000000e+00,-6.848191724003557113e+01,-7.930330958313416545e+01,-9.166368721994616919e+01
6.419999999999999929e+00,2.500000000000000000e+01,1.000000000000000000e+00,-6.712563234105999754e+01,-8.003762602674129312e+01,-9.211432099523850070e+01
6.429999999999999716e+00,2.500000000000000000e+01,1.000000000000000000e+00,-6.573689471192039946e+01,-8.076674279008219060e+01,-9.256580302816142591e+01
6.440000000000000391e+00,2.500000000000000000e+01,1.000000000000000000e+00,-6.433551054172546912e+01,-8.148800336902499453e+01,-9.301813500627221742e+01
6.450000000000000178e+00,2.500000000000000000e+01,1.000000000000000000e+00,-6.293990900365837859e+01,-8.219880805708172034e+01,-9.347131537365739007e+01
6.459999999999999964e+00,2.500000000000000000e+01,1.000000000000000000e+00,-6.156689499769417040e+01,-8.289656213431651111e+01,-9.392533941408009923e+01
6.469999999999999751e+00,2.500000000000000000e+01,1.000000000000000000e+00,-6.023147796890740580e+01,-8.357858671904857317e+01,-9.438019937132749249e+01
6.480000000000000426e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.894677367594337625e+01,-8.424197025065626576e+01,-9.483588460056662939e+01
6.490000000000000213e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.772397342044768465e+01,-8.488332188508776710e+01,-9.529238174427695185e+01
6.500000000000000000e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.657237336836664809e+01,-8.549835790019477599e+01,-9.574967492635087751e+01
6.509999999999999787e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.549945520749862737e+01,-8.608119914586247035e+01,-9.620774595820552122e+01
6.520000000000000462e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.451100848070517202e+01,-8.662317492592066515e+01,-9.666657455118539133e+01
6.530000000000000249e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.361128448237500521e+01,-8.711085510918223918e+01,-9.712613853011541210e+01
6.540000000000000036e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.280317156655039668e+01,-8.752324293247188791e+01,-9.758641404354277427e+01
6.549999999999999822e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.208838204004867123e+01,-8.782959647270261883e+01,-9.804737576694525103e+01
6.560000000000000497e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.146764144994079970e+01,-8.799375830555096911e+01,-9.850899709594541775e+01
6.570000000000000284e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.094087196724571243e+01,-8.799254222446907647e+01,-9.897125032732373029e+01
6.580000000000000071e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.050736266352367920e+01,-8.783616611473809144e+01,-9.943410682634007003e+01
6.589999999999999858e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.016592072202587360e+01,-8.756203066879459129e+01,-9.989753717953266232e+01
6.600000000000000533e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.991499897083990334e+01,-8.721045864405071768e+01,-1.003615113327479378e+02
6.610000000000000320e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.975279652596658764e+01,-8.681122914554546810e+01,-1.008259987146532097e+02
6.620000000000000107e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.967733074467913212e+01,-8.638312171222284519e+01,-1.012909683463905282e+02
6.629999999999999893e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.968648007421085566e+01,-8.593731996656192962e+01,-1.017563889383415727e+02
6.640000000000000568e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.977799870106401414e+01,-8.548037588473421522e+01,-1.022222289751929338e+02
6.650000000000000355e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.994950512800063791e+01,-8.501610847882680844e+01,-1.026884567906240164e+02
6.660000000000000142e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.019844789765257076e+01,-8.454672810929359628e+01,-1.031550406329950960e+02
6.669999999999999929e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.052205261497233124e+01,-8.407349727876599843e+01,-1.036219487234018004e+02
6.679999999999999716e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.091725516980711319e+01,-8.359712629340728540e+01,-1.040891493073976619e+02
6.690000000000000391e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.138062660374927049e+01,-8.311801658658362157e+01,-1.045566107015823860e+02
6.700000000000000178e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.190829538463851378e+01,-8.263641428670581490e+01,-1.050243013361243385e+02
6.709999999999999964e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.249587293573754465e+01,-8.215250905016897320e+01,-1.054921897941451761e+02
6.719999999999999751e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.313838810940178092e+01,-8.166649821316426028e+01,-1.059602448487558064e+02
6.730000000000000426e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.383023589950128240e+01,-8.117862810178999666e+01,-1.064284354984057899e+02
6.740000000000000213e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.456514506412298005e+01,-8.069038027586799444e+01,-1.068967310011019691e+02
6.750000000000000000e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.489944122082160760e+01,-8.020338444239739317e+01,-1.073650955139765699e+02
6.759999999999999787e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.542025837459866722e+01,-7.971802881265972474e+01,-1.078335067680668544e+02
6.770000000000000462e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.588430913922541521e+01,-7.923487819579521840e+01,-1.083019325059920845e+02
6.780000000000000249e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.637006927264151557e+01,-7.875451450730864167e+01,-1.087703450094047781e+02
6.790000000000000036e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.680096898645437875e+01,-7.827759491313413776e+01,-1.092387151516814754e+02
6.799999999999999822e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.722535693447717620e+01,-7.780475152255748128e+01,-1.097070156656466082e+02
6.810000000000000497e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.758999131132330973e+01,-7.733666304072640685e+01,-1.101752187052067313e+02
6.820000000000000284e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.792437949707927203e+01,-7.687398596701440567e+01,-1.106432976750798360e+02
6.830000000000000071e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.819133796974000461e+01,-7.641740686379394276e+01,-1.111112259478012732e+02
6.839999999999999858e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.840921587005693283e+01,-7.596758814849583530e+01,-1.115789777611000488e+02
6.850000000000000533e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.855256152746024867e+01,-7.552520350200849464e+01,-1.120465276868295490e+02
6.860000000000000320e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.863362921151306040e+01,-7.509089556971079560e+01,-1.125138509473139976e+02
6.870000000000000107e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.863598030036753528e+01,-7.466529819269453583e+01,-1.129809233519856093e+02
6.879999999999999893e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.856901916660597607e+01,-7.424900338956472012e+01,-1.134477212767429251e+02
6.890000000000000568e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.842342935437590512e+01,-7.384257421015283285e+01,-1.139142218723589934e+02
6.900000000000000355e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.820770560360159607e+01,-7.344651908084551906e+01,-1.143804028695759882e+02
6.910000000000000142e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.791815991970462107e+01,-7.306129872553451321e+01,-1.148462429271329910e+02
6.919999999999999929e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.756337681649500837e+01,-7.268730671234786200e+01,-1.153117213651870969e+02
6.929999999999999716e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.714398727528194399e+01,-7.232487333250425365e+01,-1.157768185660508777e+02
6.940000000000000391e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.666900575339490587e+01,-7.197425172741142774e+01,-1.162415156954869246e+02
6.950000000000000178e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.614217554276790878e+01,-7.163562097636781800e+01,-1.167057951008920185e+02
6.959999999999999964e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.557285072798865144e+01,-7.130907744768427392e+01,-1.171696400505992841e+02
6.969999999999999751e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.496677485915412120e+01,-7.099463867909702230e+01,-1.176330350961865321e+02
6.980000000000000426e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.433330705817058259e+01,-7.069223962326530852e+01,-1.180959658411334203e+02
6.990000000000000213e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.367919908084533631e+01,-7.040173825538489893e+01,-1.185584192490850342e+02
7.000000000000000000e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.301338239526916141e+01,-7.012291625194447420e+01,-1.190203834424006430e+02
7.009999999999999787e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.234277800468457542e+01,-6.985548666955085650e+01,-1.194818479486590235e+02
7.020000000000000462e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.167546586685149634e+01,-6.959909839140303234e+01,-1.199428035244877719e+02
7.030000000000000249e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.101787578319429883e+01,-6.935334572428182298e+01,-1.204032423397751188e+02
7.040000000000000036e+00,2.500000000000000000e+01,0.000000000000000000e+00,-5.037689092328532325e+01,-6.911827832675193406e+01,-1.208631578207335338e+02
7.049999999999999822e+00,2.500000000000000000e+01,0.000000000000000000e+00,-4.969593669786694790e+01,-6.889368261946262351e+01,-1.213221567007403081e+02
7.060000000000000497e+00,2.500000000000000000e+01,0.000000000000000000e+00,-4.905687157012466315e+01,-6.867911458577052031e+01,-1.217802317945467081e+02
7.070000000000000284e+00,2.500000000000000000e+01,0.000000000000000000e+00,-4.840821619074654336e+01,-6.847418249784286104e+01,-1.222373895079344521e+02
7.080000000000000071e+00,2.500000000000000000e+01,0.000000000000000000e+00,-4.780540955580814710e+01,-6.827836270720690948e+01,-1.226936267725869385e+02
7.089999999999999858e+00,2.500000000000000000e+01,0.000000000000000000e+00,-4.721578031004779774e+01,-6.809118396121718320e+01,-1.231489509551238228e+02
7.100000000000000533e+00,2.500000000000000000e+01,0.000000000000000000e+00,-4.667594664625075751e+01,-6.791209220011877790e+01,-1.236033626573195221e+02
7.110000000000000320e+00,2.500000000000000000e+01,0.000000000000000000e+00,-4.616497841432808258e+01,-6.774058856434639608e+01,-1.240568703192845135e+02
7.120000000000000107e+00,2.500000000000000000e+01,0.000000000000000000e+00,-4.570612331851943111e+01,-6.757613491487065005e+01,-1.245094777011422309e+02
7.129999999999999893e+00,2.500000000000000000e+01,0.000000000000000000e+00,-4.528547844919386733e+01,-6.741825549520653738e+01,-1.249611943348123617e+02
7.140000000000000568e+00,2.500000000000000000e+01,0.000000000000000000e+00,-4.491688128439749050e+01,-6.726647132021700770e+01,-1.254120266111918482e+02
7.150000000000000355e+00,2.500000000000000000e+01,0.000000000000000000e+00,-4.459046614462979363e+01,-6.712037325178019387e+01,-1.258619850919877905e+02
7.160000000000000142e+00,2.500000000000000000e+01,0.000000000000000000e+00,-4.431355645322707204e+01,-6.697957614459249953e+01,-1.263110782909330254e+02
7.169999999999999929e+00,2.500000000000000000e+01,0.000000000000000000e+00,-4.407854321120789365e+01,-6.684376950596012534e+01,-1.267593176813797982e+02
7.179999999999999716e+00,2.500000000000000000e+01,0.000000000000000000e+00,-4.388836471306957776e+01,-6.671268467177371519e+01,-1.272067134376081441e+02
7.190000000000000391e+00,2.500000000000000000e+01,0.000000000000000000e+00,-4.373669310622792494e+01,-6.658612807884958329e+01,-1.276532777970803210e+02
7.200000000000000178e+00,2.500000000000000000e+01,0.000000000000000000e+00,-4.362364571627945509e+01,-6.646395674859010683e+01,-1.280990221945507699e+02
7.209999999999999964e+00,2.500000000000000000e+01,0.000000000000000000e+00,-4.354370130552332085e+01,-6.634609834536792050e+01,-1.285439594784858173e+02
7.219999999999999751e+00,2.500000000000000000e+01,0.000000000000000000e+00,-4.349529391734703410e+01,-6.623253185421384615e+01,-1.289881020141665715e+02
7.230000000000000426e+00,2.500000000000000000e+01,0.000000000000000000e+00,-4.347351852037182596e+01,-6.612329791300531667e+01,-1.294314631203002079e+02
7.240000000000000213e+00,2.500000000000000000e+01,0.000000000000000000e+00,-4.347593465692452241e+01,-6.601848278950285476e+01,-1.298740558334928608e+02
7.250000000000000000e+00,2.500000000000000000e+01,0.000000000000000000e+00,-4.349820222568185102e+01,-6.591822188308246666e+01,-1.303158938253093311e+02
7.259999999999999787e+00,2.500000000000000000e+01,0.000000000000000000e+00,-4.353755934231915603e+01,-6.582268596745616662e+01,-1.307569906102664845e+02
7.270000000000000462e+00,2.500000000000000000e+01,0.000000000000000000e+00,-4.359022990869721070e+01,-6.573208022077191970e+01,-1.311973601234106468e+02
7.280000000000000249e+00,2.500000000000000000e+01,0.000000000000000000e+00,-4.365348687365230518e+01,-6.564663225765718835e+01,-1.316370162208008310e+02
7.290000000000000036e+00,2.500000000000000000e+01,0.000000000000000000e+00,-4.372412008170577735e+01,-6.556658855294139698e+01,-1.320759730390932134e+02
7.299999999999999822e+00,2.500000000000000000e+01,0.000000000000000000e+00,-4.379964655944646523e+01,-6.549220410710246654e+01,-1.325142446857192624e+02
7.310000000000000497e+00,2.500000000000000000e+01,0.000000000000000000e+00,-4.387740746965332050e+01,-6.542373768210710239e+01,-1.329518454605295403e+02
7.320000000000000284e+00,2.500000000000000000e+01,0.000000000000000000e+00,-4.395526883323314848e+01,-6.536144309605779767e+01,-1.333887896668229303e+02
7.330000000000000071e+00,2.500000000000000000e+01,0.000000000000000000e+00,-4.403108954638525319e+01,-6.530556429814471642e+01,-1.338250917466291128e+02
7.339999999999999858e+00,2.500000000000000000e+01,0.000000000000000000e+00,-4.410312100275577052e+01,-6.525632833154782020e+01,-1.342607661671454196e+02
7.350000000000000533e+00,2.500000000000000000e+01,0.000000000000000000e+00,-4.416969340067992533e+01,-6.521394094478036152e+01,-1.346958275021929126e+02
7.360000000000000320e+00,2.500000000000000000e+01,0.000000000000000000e+00,-4.422943983320318040e+01,-6.517858124393529806e+01,-1.351302903644713354e+02
7.370000000000000107e+00,2.500000000000000000e+01,0.000000000000000000e+00,-4.428111112575532360e+01,-6.515039827123693783e+01,-1.355641694533132409e+02
7.379999999999999893e+00,2.500000000000000000e+01,0.000000000000000000e+00,-4.432369926080475153e+01,-6.512433020746797752e+01,-1.359974795137623573e+02
7.390000000000000568e+00,2.500000000000000000e+01,0.000000000000000000e+00,-4.469723862192471131e+01,-6.509577180057107171e+01,-1.364301300750115331e+02
7.400000000000000355e+00,2.500000000000000000e+01,0.000000000000000000e+00,-4.526786028665149075e+01,-6.506584582883840540e+01,-1.368621673734423325e+02
7.410000000000000142e+00,2.500000000000000000e+01,0.000000000000000000e+00,-4.594326340049850899e+01,-6.503580435592093067e+01,-1.372936302676269236e+02
7.419999999999999929e+00,2.500000000000000000e+01,0.000000000000000000e+00,-4.666755004203472623e+01,-6.500719107957650067e+01,-1.377245531699390426e+02
7.429999999999999716e+00,2.500000000000000000e+01,0.000000000000000000e+00,-4.740996077830838118e+01,-6.498175937121899892e+01,-1.381549678216435382e+02
